GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US250173743001,250173743001,"Block Group 1, Census Tract 3743, Middlesex County, Massachusetts",439,41,0,12,9,14,0,12,0,12,8,12,0,12,7,11,0,12,8,13,0,12,21,22,15,19,23,21,30,21,58,27,260,53
1500000US250173743002,250173743002,"Block Group 2, Census Tract 3743, Middlesex County, Massachusetts",508,56,31,36,0,12,0,12,24,36,7,12,7,13,0,12,8,12,0,12,24,21,17,18,24,22,14,16,50,41,88,40,214,57
1500000US250173743003,250173743003,"Block Group 3, Census Tract 3743, Middlesex County, Massachusetts",342,42,0,12,10,14,0,12,0,12,0,12,0,12,0,12,0,12,7,11,13,19,11,17,16,19,24,21,9,15,61,30,191,51
1500000US250173744001,250173744001,"Block Group 1, Census Tract 3744, Middlesex County, Massachusetts",530,91,0,12,16,25,31,25,0,12,15,24,0,12,0,12,0,12,0,12,0,12,88,92,16,25,46,43,16,27,17,28,285,101
1500000US250173744002,250173744002,"Block Group 2, Census Tract 3744, Middlesex County, Massachusetts",307,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,16,27,16,26,16,25,34,38,48,44,162,50
1500000US250173744003,250173744003,"Block Group 3, Census Tract 3744, Middlesex County, Massachusetts",355,82,16,24,0,12,0,12,18,28,32,37,0,12,0,12,0,12,0,12,34,28,0,12,0,12,17,28,0,12,34,38,204,90
1500000US250173744004,250173744004,"Block Group 4, Census Tract 3744, Middlesex County, Massachusetts",670,83,17,26,48,44,47,42,32,36,0,12,16,25,18,28,0,12,0,12,21,32,0,12,69,53,35,39,16,25,81,58,270,78
1500000US250173744005,250173744005,"Block Group 5, Census Tract 3744, Middlesex County, Massachusetts",327,55,0,12,0,12,0,12,0,12,17,27,16,25,0,12,0,12,0,12,0,12,16,26,0,12,33,28,32,36,17,26,196,56
1500000US250173745001,250173745001,"Block Group 1, Census Tract 3745, Middlesex County, Massachusetts",273,44,0,12,0,12,8,11,0,12,8,12,9,14,9,14,9,15,10,15,10,16,0,12,0,12,28,24,48,36,0,12,134,43
1500000US250173745002,250173745002,"Block Group 2, Census Tract 3745, Middlesex County, Massachusetts",563,67,9,15,32,25,0,12,44,44,35,42,31,36,32,35,0,12,9,14,40,27,17,18,56,30,53,33,51,44,66,37,88,46
1500000US250173745003,250173745003,"Block Group 3, Census Tract 3745, Middlesex County, Massachusetts",270,51,0,12,0,12,0,12,8,13,25,38,0,12,8,14,9,14,0,12,14,16,0,12,62,36,45,29,8,13,0,12,91,45
1500000US250173745004,250173745004,"Block Group 4, Census Tract 3745, Middlesex County, Massachusetts",290,66,9,14,0,12,10,14,0,12,9,13,0,12,0,12,0,12,40,45,9,13,37,31,50,46,17,19,22,22,37,48,50,33
1500000US250173745005,250173745005,"Block Group 5, Census Tract 3745, Middlesex County, Massachusetts",281,50,9,13,0,12,0,12,0,12,20,30,0,12,0,12,0,12,0,12,28,43,5,8,7,12,18,20,21,22,44,39,129,42
1500000US250173746001,250173746001,"Block Group 1, Census Tract 3746, Middlesex County, Massachusetts",632,62,23,24,0,12,0,12,0,12,9,14,0,12,8,13,31,30,0,12,35,28,68,62,64,49,61,35,74,49,86,46,173,50
1500000US250173746002,250173746002,"Block Group 2, Census Tract 3746, Middlesex County, Massachusetts",395,69,21,22,7,12,19,23,0,12,26,42,11,18,23,27,0,12,0,12,26,20,19,21,31,31,36,29,20,23,61,34,95,42
1500000US250173746003,250173746003,"Block Group 3, Census Tract 3746, Middlesex County, Massachusetts",527,70,30,26,12,17,23,35,6,10,0,12,0,12,0,12,0,12,34,38,41,31,42,49,16,18,78,36,56,51,72,40,117,49
1500000US250173746004,250173746004,"Block Group 4, Census Tract 3746, Middlesex County, Massachusetts",360,57,0,12,0,12,0,12,9,15,8,14,19,20,13,21,28,41,14,15,21,18,9,14,29,22,68,39,21,21,75,33,46,29
1500000US250173747001,250173747001,"Block Group 1, Census Tract 3747, Middlesex County, Massachusetts",1016,91,37,30,48,33,8,12,14,16,21,22,29,27,12,14,17,19,9,14,8,12,34,28,127,69,150,68,112,67,211,89,179,59
1500000US250173747002,250173747002,"Block Group 2, Census Tract 3747, Middlesex County, Massachusetts",729,99,26,25,8,12,21,23,28,33,9,14,0,12,11,17,44,56,16,19,33,29,26,28,32,24,165,77,35,29,132,75,143,51
1500000US250173748001,250173748001,"Block Group 1, Census Tract 3748, Middlesex County, Massachusetts",365,72,0,12,0,12,10,16,0,12,19,22,19,21,0,12,0,12,0,12,9,16,15,18,30,27,49,39,63,50,35,23,116,52
1500000US250173748002,250173748002,"Block Group 2, Census Tract 3748, Middlesex County, Massachusetts",563,81,23,18,9,15,9,14,26,41,15,17,44,43,35,26,37,41,0,12,24,22,25,22,49,44,8,13,70,42,43,29,146,43
1500000US250173748003,250173748003,"Block Group 3, Census Tract 3748, Middlesex County, Massachusetts",451,68,11,16,0,12,58,55,10,15,7,11,0,12,0,12,10,14,0,12,46,32,40,40,17,19,34,25,14,21,35,27,169,49
1500000US250173821001,250173821001,"Block Group 1, Census Tract 3821, Middlesex County, Massachusetts",503,66,0,12,0,12,10,16,0,12,0,12,8,13,8,13,11,17,9,14,25,18,44,51,71,44,93,46,16,16,103,43,105,46
1500000US250173821002,250173821002,"Block Group 2, Census Tract 3821, Middlesex County, Massachusetts",337,59,0,12,0,12,18,21,0,12,0,12,30,24,0,12,12,19,0,12,28,34,26,23,36,44,24,26,74,57,31,25,58,33
1500000US250173821003,250173821003,"Block Group 3, Census Tract 3821, Middlesex County, Massachusetts",384,67,0,12,0,12,0,12,10,16,0,12,10,16,0,12,22,25,36,44,0,12,0,12,10,16,84,52,78,54,68,40,66,39
1500000US250173821004,250173821004,"Block Group 4, Census Tract 3821, Middlesex County, Massachusetts",305,55,0,12,7,11,0,12,10,16,0,12,10,16,0,12,0,12,0,12,13,20,27,24,37,26,49,32,48,51,77,44,27,19
1500000US250173821005,250173821005,"Block Group 5, Census Tract 3821, Middlesex County, Massachusetts",345,59,0,12,9,14,20,20,25,22,18,20,26,24,20,23,0,12,0,12,33,27,0,12,17,19,58,37,28,20,68,49,23,23
1500000US250173822001,250173822001,"Block Group 1, Census Tract 3822, Middlesex County, Massachusetts",544,76,23,27,0,12,9,14,22,25,24,29,27,25,18,20,0,12,32,24,47,31,21,26,89,52,50,41,22,22,53,36,107,51
1500000US250173822002,250173822002,"Block Group 2, Census Tract 3822, Middlesex County, Massachusetts",504,84,14,21,8,13,0,12,14,22,0,12,8,13,0,12,0,12,0,12,56,68,9,15,8,14,74,39,74,40,79,49,160,69
1500000US250173822003,250173822003,"Block Group 3, Census Tract 3822, Middlesex County, Massachusetts",422,95,0,12,0,12,46,71,15,22,16,25,37,48,8,12,0,12,0,12,13,22,71,46,45,40,64,45,19,21,54,41,34,24
1500000US250173822004,250173822004,"Block Group 4, Census Tract 3822, Middlesex County, Massachusetts",542,71,15,23,0,12,0,12,15,25,0,12,0,12,0,12,0,12,17,20,11,17,57,44,102,84,64,50,26,29,112,50,123,61
1500000US250173823001,250173823001,"Block Group 1, Census Tract 3823, Middlesex County, Massachusetts",391,69,14,22,15,25,0,12,0,12,15,24,30,34,0,12,16,26,0,12,75,54,60,41,15,23,60,43,29,34,15,24,47,43
1500000US250173823002,250173823002,"Block Group 2, Census Tract 3823, Middlesex County, Massachusetts",908,94,0,12,0,12,45,43,29,34,43,39,30,33,24,28,15,24,0,12,60,48,15,25,50,45,88,60,65,44,139,76,305,117
1500000US250173823003,250173823003,"Block Group 3, Census Tract 3823, Middlesex County, Massachusetts",368,83,15,24,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,14,23,0,12,18,28,15,23,16,26,59,48,215,90
1500000US250173823004,250173823004,"Block Group 4, Census Tract 3823, Middlesex County, Massachusetts",516,69,0,12,14,22,0,12,0,12,0,12,14,22,0,12,0,12,15,22,0,12,15,24,59,49,110,63,49,45,65,52,175,76
1500000US250173824001,250173824001,"Block Group 1, Census Tract 3824, Middlesex County, Massachusetts",587,78,26,24,17,20,7,12,9,14,7,11,51,51,0,12,77,75,9,15,0,12,61,40,42,30,34,27,39,28,63,38,145,49
1500000US250173824002,250173824002,"Block Group 2, Census Tract 3824, Middlesex County, Massachusetts",890,84,38,30,44,32,143,68,38,27,54,49,9,14,7,12,0,12,7,12,17,18,47,32,97,60,22,25,92,74,103,53,172,58
1500000US250173824003,250173824003,"Block Group 3, Census Tract 3824, Middlesex County, Massachusetts",516,68,0,12,14,22,0,12,15,23,15,17,14,21,18,27,23,27,0,12,13,16,60,36,30,24,44,39,40,26,93,36,137,57
1500000US250173825001,250173825001,"Block Group 1, Census Tract 3825, Middlesex County, Massachusetts",831,112,28,33,0,12,42,51,0,12,28,33,14,21,8,14,0,12,27,31,13,21,95,62,46,36,84,53,170,71,131,55,145,83
1500000US250173825002,250173825002,"Block Group 2, Census Tract 3825, Middlesex County, Massachusetts",448,88,25,29,13,21,55,54,9,14,14,21,8,14,0,12,14,22,9,14,37,34,58,42,25,28,12,19,27,33,98,64,44,35
1500000US250173825003,250173825003,"Block Group 3, Census Tract 3825, Middlesex County, Massachusetts",704,124,22,24,7,11,0,12,29,29,0,12,33,36,0,12,17,19,64,73,33,30,44,31,88,50,89,82,10,15,9,15,259,101
1500000US250173826011,250173826011,"Block Group 1, Census Tract 3826.01, Middlesex County, Massachusetts",1062,144,17,28,19,29,13,20,18,28,41,46,71,57,10,17,68,55,29,43,216,144,90,67,150,83,114,69,33,37,130,64,43,36
1500000US250173826012,250173826012,"Block Group 2, Census Tract 3826.01, Middlesex County, Massachusetts",663,137,56,52,0,12,0,12,85,93,19,29,24,38,66,72,0,12,69,96,22,35,40,41,102,86,75,62,90,103,0,12,15,23
1500000US250173826013,250173826013,"Block Group 3, Census Tract 3826.01, Middlesex County, Massachusetts",610,104,0,12,19,31,0,12,0,12,0,12,0,12,14,22,51,55,86,86,25,40,0,12,109,65,47,45,33,37,116,64,110,69
1500000US250173826021,250173826021,"Block Group 1, Census Tract 3826.02, Middlesex County, Massachusetts",218,57,0,12,31,49,34,41,8,13,0,12,0,12,9,15,0,12,21,24,0,12,0,12,18,14,10,16,17,13,34,22,36,29
1500000US250173826022,250173826022,"Block Group 2, Census Tract 3826.02, Middlesex County, Massachusetts",494,74,17,20,13,19,10,15,10,15,0,12,0,12,0,12,0,12,0,12,9,14,65,35,62,51,28,26,66,38,84,53,130,56
1500000US250173826023,250173826023,"Block Group 3, Census Tract 3826.02, Middlesex County, Massachusetts",494,69,0,12,35,45,10,14,11,17,15,16,9,14,25,22,8,13,0,12,11,17,37,29,42,30,43,31,42,23,104,52,102,54
1500000US250173826024,250173826024,"Block Group 4, Census Tract 3826.02, Middlesex County, Massachusetts",677,69,54,46,27,25,35,30,18,20,67,57,38,46,35,24,9,13,8,13,18,19,28,26,50,33,40,31,104,43,87,45,59,35
1500000US250173831011,250173831011,"Block Group 1, Census Tract 3831.01, Middlesex County, Massachusetts",730,81,121,54,87,46,36,35,86,58,17,27,53,39,26,32,26,19,17,19,100,62,37,24,17,27,16,19,56,51,0,12,35,24
1500000US250173831012,250173831012,"Block Group 2, Census Tract 3831.01, Middlesex County, Massachusetts",571,80,32,36,25,29,27,33,38,44,65,51,59,53,102,69,0,12,21,33,33,38,41,39,82,48,0,12,9,14,27,31,10,16
1500000US250173831021,250173831021,"Block Group 1, Census Tract 3831.02, Middlesex County, Massachusetts",851,124,97,74,80,56,40,38,11,18,76,48,46,48,83,61,53,40,20,32,118,69,108,69,43,34,35,38,30,33,11,17,0,12
1500000US250173831022,250173831022,"Block Group 2, Census Tract 3831.02, Middlesex County, Massachusetts",1169,133,139,68,175,87,88,51,69,46,79,57,62,42,161,85,41,36,36,39,104,86,22,30,97,79,43,46,42,42,11,17,0,12
1500000US250173832001,250173832001,"Block Group 1, Census Tract 3832, Middlesex County, Massachusetts",803,179,90,68,80,95,0,12,14,23,136,128,23,36,18,28,0,12,0,12,0,12,168,147,185,146,69,84,0,12,0,12,20,32
1500000US250173832002,250173832002,"Block Group 2, Census Tract 3832, Middlesex County, Massachusetts",447,92,0,12,26,44,0,12,13,22,19,30,14,27,14,21,0,12,28,34,49,47,14,21,20,28,115,81,7,17,95,72,33,40
1500000US250173832003,250173832003,"Block Group 3, Census Tract 3832, Middlesex County, Massachusetts",507,169,0,12,0,12,21,32,60,96,0,12,39,44,35,44,16,27,0,12,0,12,172,142,105,105,12,21,35,40,12,20,0,12
1500000US250173832004,250173832004,"Block Group 4, Census Tract 3832, Middlesex County, Massachusetts",566,148,53,48,0,12,16,26,37,52,18,29,0,12,30,37,35,41,13,22,13,22,93,83,55,50,141,114,15,23,15,25,32,30
1500000US250173833001,250173833001,"Block Group 1, Census Tract 3833, Middlesex County, Massachusetts",530,103,48,53,34,53,50,54,50,37,0,12,38,32,45,49,35,55,41,44,23,24,55,53,26,25,52,58,9,17,0,12,24,28
1500000US250173833002,250173833002,"Block Group 2, Census Tract 3833, Middlesex County, Massachusetts",752,100,15,17,30,27,17,20,16,18,25,23,36,43,30,36,24,22,28,22,87,68,34,32,174,82,71,34,9,14,80,52,76,42
1500000US250173834001,250173834001,"Block Group 1, Census Tract 3834, Middlesex County, Massachusetts",796,193,90,92,0,12,20,31,56,81,20,33,63,59,0,12,35,42,41,46,71,89,109,78,157,106,78,67,44,43,0,12,12,39
1500000US250173834002,250173834002,"Block Group 2, Census Tract 3834, Middlesex County, Massachusetts",560,173,89,102,23,37,24,38,35,61,19,32,19,31,23,37,0,12,0,12,66,70,36,42,13,21,84,97,38,44,68,85,23,36
1500000US250173834003,250173834003,"Block Group 3, Census Tract 3834, Middlesex County, Massachusetts",492,178,29,46,25,40,0,12,0,12,0,12,113,102,83,109,0,12,23,37,75,116,24,39,54,62,48,55,0,12,18,29,0,12
1500000US250173834004,250173834004,"Block Group 4, Census Tract 3834, Middlesex County, Massachusetts",479,142,0,12,42,52,0,12,19,30,74,68,0,12,0,12,0,12,0,12,20,32,0,12,78,67,32,51,87,109,73,52,54,47
1500000US250173835011,250173835011,"Block Group 1, Census Tract 3835.01, Middlesex County, Massachusetts",878,133,64,44,36,43,48,58,22,24,35,47,29,26,30,29,15,20,11,16,18,23,105,67,163,76,160,84,78,77,56,43,8,13
1500000US250173835012,250173835012,"Block Group 2, Census Tract 3835.01, Middlesex County, Massachusetts",870,136,193,89,152,67,122,63,57,51,29,26,30,49,47,49,56,39,80,80,0,12,10,15,37,58,9,15,23,31,25,23,0,12
1500000US250173835013,250173835013,"Block Group 3, Census Tract 3835.01, Middlesex County, Massachusetts",394,80,20,23,0,12,11,18,0,12,13,20,0,12,27,25,64,52,13,20,7,11,14,22,64,34,37,30,19,22,45,47,60,40
1500000US250173835021,250173835021,"Block Group 1, Census Tract 3835.02, Middlesex County, Massachusetts",474,84,18,20,28,21,0,12,11,16,0,12,24,21,9,14,32,41,25,37,0,12,63,47,59,39,36,47,29,31,44,34,96,47
1500000US250173835022,250173835022,"Block Group 2, Census Tract 3835.02, Middlesex County, Massachusetts",466,73,52,37,9,14,0,12,8,13,34,27,9,14,9,14,42,45,16,17,21,22,17,19,71,34,25,25,30,28,64,38,59,44
1500000US250173836001,250173836001,"Block Group 1, Census Tract 3836, Middlesex County, Massachusetts",455,105,32,37,15,23,0,12,12,19,12,21,41,40,0,12,14,23,0,12,44,32,34,39,0,12,95,78,83,54,53,46,20,32
1500000US250173836002,250173836002,"Block Group 2, Census Tract 3836, Middlesex County, Massachusetts",458,127,0,12,48,74,23,33,35,62,0,12,14,23,0,12,0,12,42,66,41,60,138,73,0,12,96,92,21,33,0,12,0,12
1500000US250173836003,250173836003,"Block Group 3, Census Tract 3836, Middlesex County, Massachusetts",959,139,40,40,11,19,60,75,23,37,98,89,0,12,35,41,20,35,56,51,74,71,12,19,87,61,151,76,40,43,104,72,148,70
1500000US250173836004,250173836004,"Block Group 4, Census Tract 3836, Middlesex County, Massachusetts",574,114,14,23,10,19,31,36,12,21,21,32,0,12,21,25,16,26,18,30,32,39,74,81,54,43,68,55,24,27,79,74,100,74
1500000US250173837001,250173837001,"Block Group 1, Census Tract 3837, Middlesex County, Massachusetts",435,112,0,12,14,24,13,21,0,12,0,12,0,12,16,27,19,27,0,12,35,40,59,56,48,47,15,24,0,12,141,101,75,70
1500000US250173837002,250173837002,"Block Group 2, Census Tract 3837, Middlesex County, Massachusetts",277,95,0,12,0,12,0,12,0,12,14,22,0,12,14,23,0,12,0,12,14,24,1,12,66,86,12,22,58,37,51,51,47,42
1500000US250173837003,250173837003,"Block Group 3, Census Tract 3837, Middlesex County, Massachusetts",942,132,124,89,23,39,14,25,14,22,0,12,116,133,65,59,52,52,65,71,32,46,8,15,104,77,56,53,44,47,97,59,128,75
1500000US250173837004,250173837004,"Block Group 4, Census Tract 3837, Middlesex County, Massachusetts",440,118,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,0,12,35,29,21,32,88,101,78,73,93,67,17,28,91,57
1500000US250173838001,250173838001,"Block Group 1, Census Tract 3838, Middlesex County, Massachusetts",485,95,0,12,19,29,0,12,5,15,0,12,35,30,0,12,43,49,12,21,0,12,18,29,49,44,92,68,108,65,96,63,8,15
1500000US250173838002,250173838002,"Block Group 2, Census Tract 3838, Middlesex County, Massachusetts",419,84,23,36,0,12,21,33,18,28,5,11,0,12,0,12,0,12,0,12,44,42,85,88,0,12,69,74,82,55,42,39,30,32
1500000US250173838003,250173838003,"Block Group 3, Census Tract 3838, Middlesex County, Massachusetts",369,99,0,12,18,27,0,12,0,12,0,12,0,12,18,29,0,12,0,12,36,40,14,21,72,46,57,53,41,64,66,68,47,35
1500000US250173838004,250173838004,"Block Group 4, Census Tract 3838, Middlesex County, Massachusetts",560,129,52,73,30,35,6,16,17,27,0,12,28,33,0,12,16,28,0,12,54,83,35,43,25,33,88,61,128,81,26,32,55,41
1500000US250173838005,250173838005,"Block Group 5, Census Tract 3838, Middlesex County, Massachusetts",418,97,15,23,0,12,0,12,0,12,30,33,0,12,0,12,0,12,53,49,9,17,0,12,26,31,23,27,116,88,81,64,65,54
1500000US250173839011,250173839011,"Block Group 1, Census Tract 3839.01, Middlesex County, Massachusetts",350,60,18,31,0,12,0,12,15,25,0,12,17,26,0,12,13,21,31,35,0,12,0,12,110,63,35,42,16,26,68,44,27,31
1500000US250173839012,250173839012,"Block Group 2, Census Tract 3839.01, Middlesex County, Massachusetts",318,66,14,24,0,12,0,12,0,12,0,12,15,24,0,12,15,23,0,12,12,19,0,12,42,37,81,63,49,47,76,53,14,23
1500000US250173839013,250173839013,"Block Group 3, Census Tract 3839.01, Middlesex County, Massachusetts",693,118,0,12,15,25,0,12,45,35,13,19,14,24,15,25,75,73,0,12,27,41,63,75,113,61,124,88,75,53,38,41,76,49
1500000US250173839014,250173839014,"Block Group 4, Census Tract 3839.01, Middlesex County, Massachusetts",421,99,26,43,0,12,0,12,12,18,0,12,0,12,15,23,0,12,0,12,15,24,0,12,50,39,137,102,38,41,61,49,67,38
1500000US250173839015,250173839015,"Block Group 5, Census Tract 3839.01, Middlesex County, Massachusetts",527,90,0,12,0,12,0,12,0,12,46,41,0,12,0,12,0,12,29,34,31,44,49,44,31,36,82,55,72,54,143,68,44,40
1500000US250173839016,250173839016,"Block Group 6, Census Tract 3839.01, Middlesex County, Massachusetts",890,141,58,39,82,59,19,30,34,40,13,21,47,45,0,12,0,12,29,34,13,21,115,94,75,55,99,89,39,32,107,62,160,95
1500000US250173839021,250173839021,"Block Group 1, Census Tract 3839.02, Middlesex County, Massachusetts",918,72,0,12,0,12,9,14,0,12,8,12,20,23,37,25,0,12,16,18,10,15,38,32,81,40,67,39,102,48,194,67,336,77
1500000US250173839022,250173839022,"Block Group 2, Census Tract 3839.02, Middlesex County, Massachusetts",473,62,0,12,0,12,8,12,7,12,16,13,26,36,8,12,0,12,8,13,12,13,46,34,35,28,35,25,36,28,81,41,155,62
1500000US250173839023,250173839023,"Block Group 3, Census Tract 3839.02, Middlesex County, Massachusetts",547,69,9,13,9,15,0,12,8,13,0,12,9,14,19,22,0,12,39,49,35,44,37,30,67,39,45,38,41,36,113,46,116,49
1500000US250173840011,250173840011,"Block Group 1, Census Tract 3840.01, Middlesex County, Massachusetts",543,42,18,13,26,34,0,12,6,10,5,8,4,7,22,20,5,9,12,13,30,18,42,20,69,31,54,29,86,43,112,52,52,27
1500000US250173840021,250173840021,"Block Group 1, Census Tract 3840.02, Middlesex County, Massachusetts",1330,148,256,155,54,48,167,142,30,33,36,40,81,67,61,47,37,41,56,88,55,51,173,129,97,71,67,65,90,68,70,53,0,12
1500000US250173840022,250173840022,"Block Group 2, Census Tract 3840.02, Middlesex County, Massachusetts",296,86,0,12,48,75,16,24,0,12,16,25,27,33,0,12,0,12,0,12,0,12,22,28,15,24,15,24,33,36,11,20,93,64
1500000US250173840023,250173840023,"Block Group 3, Census Tract 3840.02, Middlesex County, Massachusetts",1338,168,36,43,85,87,59,92,17,26,71,92,53,49,43,50,22,34,0,12,86,60,140,74,195,105,215,100,29,35,87,64,200,84
1500000US250173851001,250173851001,"Block Group 1, Census Tract 3851, Middlesex County, Massachusetts",447,82,0,12,16,27,0,12,0,12,15,24,11,17,28,30,0,12,0,12,0,12,40,50,63,42,88,60,62,52,66,50,58,42
1500000US250173851002,250173851002,"Block Group 2, Census Tract 3851, Middlesex County, Massachusetts",1472,114,10,16,11,17,0,12,32,36,0,12,0,12,12,20,24,26,43,32,42,39,143,96,73,50,244,93,149,73,316,113,373,120
1500000US250173851003,250173851003,"Block Group 3, Census Tract 3851, Middlesex County, Massachusetts",509,95,31,33,46,37,27,32,65,84,33,37,0,12,28,32,0,12,74,83,0,12,38,30,16,25,45,34,0,12,59,49,47,37
1500000US250173852011,250173852011,"Block Group 1, Census Tract 3852.01, Middlesex County, Massachusetts",727,79,46,42,17,19,43,45,44,39,3,6,15,17,7,12,29,27,22,22,98,49,70,45,73,30,26,29,69,35,109,59,56,37
1500000US250173852012,250173852012,"Block Group 2, Census Tract 3852.01, Middlesex County, Massachusetts",353,72,8,13,0,12,9,15,8,14,49,51,0,12,0,12,7,12,0,12,65,40,52,60,44,44,3,6,46,35,17,19,45,23
1500000US250173852021,250173852021,"Block Group 1, Census Tract 3852.02, Middlesex County, Massachusetts",1214,108,35,41,23,27,41,38,29,34,8,17,28,32,25,29,29,42,0,12,57,46,178,98,174,76,148,82,124,82,166,66,149,73
1500000US250173852022,250173852022,"Block Group 2, Census Tract 3852.02, Middlesex County, Massachusetts",1050,101,15,24,11,18,11,19,15,24,0,12,0,12,0,12,12,19,0,12,0,12,43,40,79,52,98,66,63,51,217,112,486,134
1500000US250173852023,250173852023,"Block Group 3, Census Tract 3852.02, Middlesex County, Massachusetts",335,73,0,12,0,12,35,56,0,12,11,18,0,12,16,27,0,12,13,20,0,12,26,28,51,46,37,42,35,38,29,28,82,47
1500000US250173852024,250173852024,"Block Group 4, Census Tract 3852.02, Middlesex County, Massachusetts",582,80,0,12,11,18,40,37,12,20,12,19,28,33,25,29,24,28,27,29,25,29,14,22,61,54,12,21,58,48,126,74,107,63
1500000US250173861001,250173861001,"Block Group 1, Census Tract 3861, Middlesex County, Massachusetts",359,68,0,12,0,12,0,12,10,15,8,13,19,21,9,13,1,10,0,12,21,25,16,14,19,20,29,23,36,28,12,17,179,68
1500000US250173861002,250173861002,"Block Group 2, Census Tract 3861, Middlesex County, Massachusetts",683,69,37,45,0,12,20,22,18,20,8,14,0,12,27,43,27,26,0,12,24,22,26,23,9,14,63,34,62,34,94,52,268,70
1500000US250173861003,250173861003,"Block Group 3, Census Tract 3861, Middlesex County, Massachusetts",438,57,0,12,0,12,19,22,10,14,9,14,0,12,0,12,0,12,9,14,0,12,10,15,38,26,24,23,58,49,61,35,200,46
1500000US250173871001,250173871001,"Block Group 1, Census Tract 3871, Middlesex County, Massachusetts",372,66,0,12,0,12,0,12,10,15,9,15,0,12,28,44,10,16,0,12,0,12,12,20,99,57,72,38,52,57,56,30,24,22
1500000US250173871002,250173871002,"Block Group 2, Census Tract 3871, Middlesex County, Massachusetts",301,56,21,23,11,18,10,17,21,23,24,27,0,12,0,12,21,24,0,12,9,14,27,24,30,28,0,12,25,23,44,29,58,32
1500000US250173871003,250173871003,"Block Group 3, Census Tract 3871, Middlesex County, Massachusetts",594,63,0,12,0,12,9,14,0,12,0,12,0,12,10,15,0,12,15,17,18,20,18,20,97,56,139,53,51,51,93,40,144,48
1500000US250173871004,250173871004,"Block Group 4, Census Tract 3871, Middlesex County, Massachusetts",303,41,0,12,7,13,0,12,26,26,0,12,0,12,11,17,0,12,0,12,29,26,10,15,69,39,31,24,10,15,56,36,54,34
1500000US250173872011,250173872011,"Block Group 1, Census Tract 3872.01, Middlesex County, Massachusetts",1124,114,0,12,37,40,77,81,19,29,17,26,32,49,22,33,0,12,11,18,52,47,63,45,119,69,199,90,52,36,146,70,278,108
1500000US250173872012,250173872012,"Block Group 2, Census Tract 3872.01, Middlesex County, Massachusetts",348,68,0,12,19,30,75,60,16,27,0,12,14,23,0,12,0,12,0,12,18,31,37,43,35,27,19,21,6,13,47,40,62,43
1500000US250173872013,250173872013,"Block Group 3, Census Tract 3872.01, Middlesex County, Massachusetts",358,94,0,12,0,12,0,12,28,33,0,12,38,61,22,34,18,27,0,12,14,21,18,27,22,35,0,12,58,47,66,81,74,56
1500000US250173872014,250173872014,"Block Group 4, Census Tract 3872.01, Middlesex County, Massachusetts",331,84,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,20,31,52,63,35,31,0,12,92,54,114,61
1500000US250173872021,250173872021,"Block Group 1, Census Tract 3872.02, Middlesex County, Massachusetts",449,48,0,12,0,12,9,14,8,12,0,12,0,12,0,12,21,24,9,14,32,31,25,23,28,20,35,28,53,32,135,57,94,41
